GPU	Run	Measurement	Duration	Speedup
TitanX Pascal	70	memory	0.00825748	8.999731152845662
TitanX Pascal	70	parallel	0.00981166	7.574161762637514
TitanX Pascal	71	sequential	0.0571439	1.0
TitanX Pascal	71	kernel	0.00155394	36.77355625056308
TitanX Pascal	71	memory	0.00774173	7.381282994886156
TitanX Pascal	71	parallel	0.009295669999999999	6.1473675377891
TitanX Pascal	72	sequential	0.0565187	1.0
TitanX Pascal	72	kernel	0.00155617	36.319103953938196
TitanX Pascal	72	memory	0.00771963	7.321426026895071
TitanX Pascal	72	parallel	0.0092758	6.0931348239504945
TitanX Pascal	73	sequential	0.0741631	1.0
TitanX Pascal	73	kernel	0.00155219	47.779653264097824
TitanX Pascal	73	memory	0.00760274	9.754785774602313
TitanX Pascal	73	parallel	0.00915493	8.100892087651134
TitanX Pascal	74	sequential	0.057034	1.0
TitanX Pascal	74	kernel	0.00155433	36.69362361917997
TitanX Pascal	74	memory	0.00757515	7.52909183316502
TitanX Pascal	74	parallel	0.00912948	6.247234234589484
TitanX Pascal	75	sequential	0.0742692	1.0
TitanX Pascal	75	kernel	0.00155664	47.71122417514647
TitanX Pascal	75	memory	0.00820115	9.055949470501087
TitanX Pascal	75	parallel	0.00975779	7.611272634479732
TitanX Pascal	76	sequential	0.0618528	1.0
TitanX Pascal	76	kernel	0.00152459	40.570120491410805
TitanX Pascal	76	memory	0.00805123	7.682403806623336
TitanX Pascal	76	parallel	0.009575819999999999	6.459269284510361
TitanX Pascal	77	sequential	0.0629437	1.0
TitanX Pascal	77	kernel	0.00155522	40.4725376474068
TitanX Pascal	77	memory	0.00771691	8.156593766157698
TitanX Pascal	77	parallel	0.00927213	6.788483336622762
TitanX Pascal	78	sequential	0.076023	1.0
TitanX Pascal	78	kernel	0.00154471	49.21506302153802
TitanX Pascal	78	memory	0.0123453	6.158052052198002
TitanX Pascal	78	parallel	0.01389001	5.473214202149602
TitanX Pascal	79	sequential	0.0761949	1.0
TitanX Pascal	79	kernel	0.0015549	49.00308701524214
TitanX Pascal	79	memory	0.00812508	9.377741511468194
TitanX Pascal	79	parallel	0.00967998	7.871390230145104
TitanX Pascal	80	sequential	0.0739558	1.0
TitanX Pascal	80	kernel	0.00155675	47.506536052673844
TitanX Pascal	80	memory	0.00778688	9.497488082518286
TitanX Pascal	80	parallel	0.00934363	7.915103658856355
TitanX Pascal	81	sequential	0.0468642	1.0
TitanX Pascal	81	kernel	0.0015578	30.083579406855822
TitanX Pascal	81	memory	0.00793485	5.906122989092421
TitanX Pascal	81	parallel	0.00949265	4.936893280590773
TitanX Pascal	82	sequential	0.0669046	1.0
TitanX Pascal	82	kernel	0.00154874	43.19937497578676
TitanX Pascal	82	memory	0.0111532	5.9986909586486385
TitanX Pascal	82	parallel	0.01270194	5.267274132927725
TitanX Pascal	83	sequential	0.0468974	1.0
TitanX Pascal	83	kernel	0.00156326	29.999744124457866
TitanX Pascal	83	memory	0.00790233	5.9346294067699015
TitanX Pascal	83	parallel	0.009465590000000001	4.954514192987441
TitanX Pascal	84	sequential	0.074406	1.0
TitanX Pascal	84	kernel	0.00155438	47.86860355897529
TitanX Pascal	84	memory	0.0077049	9.65697153759296
TitanX Pascal	84	parallel	0.00925928	8.0358299997408
TitanX Pascal	85	sequential	0.0736265	1.0
TitanX Pascal	85	kernel	0.00155699	47.287715399585096
TitanX Pascal	85	memory	0.0118952	6.189597484699711
TitanX Pascal	85	parallel	0.01345219	5.473198044333302
TitanX Pascal	86	sequential	0.0468889	1.0
TitanX Pascal	86	kernel	0.00155901	30.076073918704818
TitanX Pascal	86	memory	0.00848484	5.526197311911597
TitanX Pascal	86	parallel	0.01004385	4.668418982760595
TitanX Pascal	87	sequential	0.076367	1.0
TitanX Pascal	87	kernel	0.00155422	49.13525755684523
TitanX Pascal	87	memory	0.00811734	9.40788484897762
TitanX Pascal	87	parallel	0.009671560000000001	7.896037454143902
TitanX Pascal	88	sequential	0.0774292	1.0
TitanX Pascal	88	kernel	0.00155422	49.8186871871421
TitanX Pascal	88	memory	0.00783461	9.882968009894558
TitanX Pascal	88	parallel	0.00938883	8.246948767844342
TitanX Pascal	89	sequential	0.0769364	1.0
TitanX Pascal	89	kernel	0.00155612	49.44117420250366
TitanX Pascal	89	memory	0.00775637	9.91912453892736
TitanX Pascal	89	parallel	0.00931249	8.261635717192718
TitanX Pascal	90	sequential	0.0714062	1.0
TitanX Pascal	90	kernel	0.00150623	47.40723528279214
TitanX Pascal	90	memory	0.00787363	9.069031691862586
TitanX Pascal	90	parallel	0.00937986	7.6127149019281735
