buffer_size	input_size	time_s
256	3000	1.878077e-01
256	3000	1.959665e-01
256	3000	1.743304e-01
256	3000	1.784596e-01
256	4000	2.640807e-01
256	4000	2.590064e-01
256	4000	2.602401e-01
256	4000	2.638674e-01
256	4000	2.656974e-01
256	5000	3.521541e-01
256	5000	3.596079e-01
256	5000	3.678242e-01
256	5000	3.546903e-01
256	5000	3.583643e-01
256	6000	4.473227e-01
256	6000	4.709786e-01
256	6000	4.754420e-01
256	6000	4.593148e-01
256	6000	4.548475e-01
256	7000	6.005904e-01
256	7000	5.686512e-01
256	7000	5.696325e-01
256	7000	5.689856e-01
256	7000	5.526807e-01
256	8000	6.742711e-01
256	8000	6.775924e-01
256	8000	7.042192e-01
256	8000	6.723910e-01
256	8000	6.983646e-01
256	9000	8.053529e-01
256	9000	8.138787e-01
256	9000	7.980419e-01
256	9000	7.909940e-01
256	9000	7.899199e-01
256	10000	9.234290e-01
256	10000	9.153392e-01
256	10000	9.007013e-01
256	10000	9.223388e-01
256	10000	9.618324e-01
256	11000	1.064441e+00
256	11000	1.044286e+00
256	11000	1.034788e+00
256	11000	1.067193e+00
256	11000	1.061022e+00
256	12000	1.216854e+00
256	12000	1.245082e+00
256	12000	1.199491e+00
256	12000	1.193981e+00
256	12000	1.206139e+00
256	13000	1.367716e+00
256	13000	1.390853e+00
256	13000	1.361919e+00
256	13000	1.385853e+00
256	13000	1.374553e+00
256	14000	1.534003e+00
256	14000	1.568161e+00
256	14000	1.547427e+00
256	14000	1.552617e+00
256	14000	1.534929e+00
256	15000	1.725135e+00
256	15000	1.719485e+00
256	15000	1.730748e+00
256	15000	1.729929e+00
256	15000	1.743969e+00
256	16000	1.956542e+00
256	16000	1.873640e+00
256	16000	1.916795e+00
256	16000	1.892073e+00
256	16000	1.907909e+00
256	17000	2.136025e+00
256	17000	2.163453e+00
256	17000	2.111535e+00
256	17000	2.169514e+00
256	17000	2.330405e+00
256	18000	2.291610e+00
256	18000	2.276095e+00
256	18000	2.291424e+00
256	18000	2.287900e+00
256	18000	2.297647e+00
256	19000	2.500520e+00
256	19000	2.526948e+00
256	19000	2.588876e+00
256	19000	2.706203e+00
256	19000	2.594020e+00
256	20000	2.719036e+00
256	20000	2.811375e+00
256	20000	2.826496e+00
256	20000	2.766727e+00
256	20000	2.733334e+00
256	21000	3.019527e+00
256	21000	3.023328e+00
256	21000	3.011913e+00
256	21000	2.957485e+00
256	21000	2.976847e+00
256	22000	3.311692e+00
256	22000	3.255175e+00
256	22000	3.382897e+00
256	22000	3.234643e+00
256	22000	3.304679e+00
256	23000	3.551429e+00
256	23000	3.635364e+00
256	23000	3.577122e+00
256	23000	3.584558e+00
256	23000	3.588733e+00
256	24000	3.815514e+00
256	24000	3.915948e+00
256	24000	3.780170e+00
256	24000	3.769904e+00
256	24000	3.726026e+00
256	25000	4.093639e+00
256	25000	4.391663e+00
256	25000	4.068618e+00
256	25000	4.264758e+00
256	25000	4.086707e+00
256	26000	4.466497e+00
256	26000	4.382441e+00
256	26000	4.486143e+00
256	26000	4.380678e+00
256	26000	4.443497e+00
256	27000	4.716113e+00
256	27000	4.653517e+00
256	27000	4.784861e+00
256	27000	4.725264e+00
256	27000	4.662080e+00
256	28000	5.042477e+00
256	28000	5.388789e+00
256	28000	5.610074e+00
256	28000	5.198427e+00
256	28000	4.947094e+00
256	29000	5.489897e+00
256	29000	5.361485e+00
256	29000	5.292705e+00
256	29000	5.237686e+00
256	29000	5.389829e+00
512	1000	7.480107e-02
512	1000	5.860099e-02
512	1000	5.246852e-02
512	1000	4.972492e-02
512	1000	4.980603e-02
512	2000	1.181079e-01
512	2000	1.209310e-01
512	2000	1.220383e-01
512	2000	1.192264e-01
512	2000	1.148106e-01
512	3000	1.919057e-01
512	3000	1.757301e-01
512	3000	1.787963e-01
512	3000	1.753946e-01
512	3000	1.844234e-01
512	4000	2.635689e-01
512	4000	2.798373e-01
512	4000	2.588748e-01
512	4000	2.864060e-01
512	4000	2.779019e-01
512	5000	3.602281e-01
512	5000	3.653513e-01
512	5000	3.638867e-01
512	5000	3.652255e-01
512	5000	3.625683e-01
512	6000	4.682975e-01
512	6000	4.638010e-01
512	6000	4.837625e-01
512	6000	4.726551e-01
512	6000	4.577514e-01
512	7000	5.814330e-01
512	7000	5.999201e-01
512	7000	5.752299e-01
512	7000	5.911784e-01
512	7000	5.823378e-01
512	8000	7.371005e-01
512	8000	6.945950e-01
512	8000	7.162389e-01
512	8000	6.896454e-01
512	8000	6.912281e-01
512	9000	8.404786e-01
512	9000	8.116865e-01
512	9000	8.233952e-01
512	9000	8.380882e-01
512	9000	8.493235e-01
512	10000	9.533529e-01
512	10000	9.784434e-01
512	10000	9.487692e-01
512	10000	9.482365e-01
512	10000	9.780300e-01
512	11000	1.124726e+00
512	11000	1.094176e+00
512	11000	1.094824e+00
512	11000	1.100973e+00
512	11000	1.105257e+00
512	12000	1.249850e+00
512	12000	1.230927e+00
512	12000	1.248135e+00
512	12000	1.249935e+00
512	12000	1.228307e+00
512	13000	1.402630e+00
512	13000	1.423262e+00
512	13000	1.427660e+00
512	13000	1.444172e+00
512	13000	1.405876e+00
512	14000	1.593667e+00
512	14000	1.586019e+00
512	14000	1.571500e+00
512	14000	1.652854e+00
512	14000	1.606383e+00
512	15000	1.803586e+00
512	15000	1.787466e+00
512	15000	1.805848e+00
512	15000	1.821990e+00
512	15000	1.796857e+00
512	16000	1.957557e+00
512	16000	1.989286e+00
512	16000	1.968846e+00
512	16000	1.960412e+00
512	16000	2.030267e+00
512	17000	2.172677e+00
512	17000	2.207609e+00
512	17000	2.196637e+00
512	17000	2.206465e+00
512	17000	2.165850e+00
512	18000	2.459097e+00
512	18000	2.382410e+00
512	18000	2.533950e+00
512	18000	2.371805e+00
512	18000	2.363658e+00
512	19000	2.677738e+00
512	19000	2.591502e+00
512	19000	2.661841e+00
512	19000	2.610742e+00
512	19000	2.598460e+00
512	20000	2.812221e+00
512	20000	2.883033e+00
512	20000	2.828000e+00
512	20000	2.880428e+00
512	20000	2.838443e+00
512	21000	3.079348e+00
512	21000	3.100199e+00
512	21000	3.110682e+00
512	21000	3.112963e+00
512	21000	3.096100e+00
512	22000	3.385219e+00
512	22000	3.340099e+00
512	22000	3.340540e+00
512	22000	3.368794e+00
512	22000	3.322589e+00
512	23000	3.575047e+00
512	23000	3.645722e+00
512	23000	3.653278e+00
512	23000	3.503343e+00
512	23000	3.579204e+00
512	24000	3.834509e+00
512	24000	3.911945e+00
512	24000	3.857309e+00
512	24000	3.896732e+00
512	24000	3.860640e+00
512	25000	4.117342e+00
512	25000	4.180029e+00
512	25000	4.180766e+00
512	25000	4.136809e+00
512	25000	4.159903e+00
512	26000	4.424288e+00
512	26000	4.398636e+00
512	26000	4.535430e+00
512	26000	4.406568e+00
512	26000	4.431877e+00
512	27000	4.745941e+00
512	27000	4.775224e+00
512	27000	4.658889e+00
512	27000	4.737805e+00
512	27000	4.651784e+00
512	28000	5.016670e+00
512	28000	5.076104e+00
512	28000	5.082737e+00
512	28000	4.998850e+00
512	28000	5.082950e+00
512	29000	5.338710e+00
512	29000	5.426260e+00
512	29000	5.364570e+00
512	29000	5.280892e+00
512	29000	5.372671e+00
1024	1000	7.231239e-02
1024	1000	6.237499e-02
1024	1000	5.259464e-02
1024	1000	5.117231e-02
1024	1000	5.267803e-02
1024	2000	1.175696e-01
1024	2000	1.273608e-01
1024	2000	1.277526e-01
1024	2000	1.250551e-01
1024	2000	1.279337e-01
1024	3000	1.967869e-01
1024	3000	1.957317e-01
1024	3000	1.808608e-01
1024	3000	1.901866e-01
1024	3000	1.903678e-01
1024	4000	2.639975e-01
1024	4000	2.777984e-01
1024	4000	2.629471e-01
1024	4000	2.758389e-01
1024	4000	2.672186e-01
1024	5000	3.695751e-01
1024	5000	3.602796e-01
1024	5000	3.692702e-01
1024	5000	3.828261e-01
1024	5000	3.667976e-01
1024	6000	4.814354e-01
1024	6000	4.865035e-01
1024	6000	4.815516e-01
1024	6000	4.661176e-01
1024	6000	4.743296e-01
1024	7000	6.036853e-01
1024	7000	6.416870e-01
1024	7000	5.973971e-01
1024	7000	6.099832e-01
1024	7000	6.078371e-01
1024	8000	7.226020e-01
1024	8000	7.189640e-01
1024	8000	7.269895e-01
1024	8000	7.223558e-01
1024	8000	7.090034e-01
1024	9000	8.652384e-01
1024	9000	8.627099e-01
1024	9000	8.479120e-01
1024	9000	8.318616e-01
1024	9000	8.210021e-01
1024	10000	9.622173e-01
1024	10000	1.001710e+00
1024	10000	9.954276e-01
1024	10000	9.673429e-01
1024	10000	9.601322e-01
1024	11000	1.144066e+00
1024	11000	1.153466e+00
1024	11000	1.143829e+00
1024	11000	1.146548e+00
1024	11000	1.141817e+00
1024	12000	1.295853e+00
1024	12000	1.288500e+00
1024	12000	1.275657e+00
1024	12000	1.285412e+00
1024	12000	1.313663e+00
1024	13000	1.440259e+00
1024	13000	1.481772e+00
1024	13000	1.491608e+00
1024	13000	1.478652e+00
1024	13000	1.483582e+00
1024	14000	1.667220e+00
1024	14000	1.637194e+00
1024	14000	1.661791e+00
1024	14000	1.654088e+00
1024	14000	1.684426e+00
1024	15000	1.862208e+00
1024	15000	1.856212e+00
1024	15000	1.849918e+00
1024	15000	1.868348e+00
1024	15000	1.858313e+00
1024	16000	2.064455e+00
1024	16000	2.053591e+00
1024	16000	2.095956e+00
1024	16000	2.039539e+00
1024	16000	2.008706e+00
1024	17000	2.279603e+00
1024	17000	2.278920e+00
1024	17000	2.277617e+00
1024	17000	2.298858e+00
1024	17000	2.290647e+00
1024	18000	2.493116e+00
1024	18000	2.518439e+00
1024	18000	2.515025e+00
1024	18000	2.518788e+00
1024	18000	2.492774e+00
1024	19000	2.693492e+00
1024	19000	2.704880e+00
1024	19000	2.777629e+00
1024	19000	2.762847e+00
1024	19000	2.752085e+00
1024	20000	3.038733e+00
1024	20000	3.004373e+00
1024	20000	2.999946e+00
1024	20000	3.019758e+00
1024	20000	3.005491e+00
1024	21000	3.270082e+00
1024	21000	3.231552e+00
1024	21000	3.219943e+00
1024	21000	3.230992e+00
1024	21000	3.238500e+00
1024	22000	3.449733e+00
1024	22000	3.506982e+00
1024	22000	3.500105e+00
1024	22000	3.489434e+00
1024	22000	3.479696e+00
1024	23000	3.785497e+00
1024	23000	3.805173e+00
1024	23000	3.833264e+00
1024	23000	3.764116e+00
1024	23000	3.752392e+00
1024	24000	4.063708e+00
1024	24000	4.055616e+00
1024	24000	4.057303e+00
1024	24000	4.149241e+00
1024	24000	4.069686e+00
1024	25000	4.308387e+00
1024	25000	4.327624e+00
1024	25000	4.333378e+00
1024	25000	4.355907e+00
1024	25000	4.320533e+00
1024	26000	4.633293e+00
1024	26000	4.548995e+00
1024	26000	4.636764e+00
1024	26000	4.657805e+00
1024	26000	4.661836e+00
1024	27000	4.943496e+00
1024	27000	4.934993e+00
1024	27000	4.963630e+00
1024	27000	4.969143e+00
1024	27000	5.070529e+00
1024	28000	5.400588e+00
1024	28000	5.240750e+00
1024	28000	5.257744e+00
1024	28000	5.342368e+00
1024	28000	5.307155e+00
1024	29000	5.629337e+00
1024	29000	5.578949e+00
1024	29000	5.611921e+00
1024	29000	5.604891e+00
1024	29000	5.598429e+00
2048	1000	7.292624e-02
